Country Name,Country Code,Indicator Name,Indicator Code,year,value
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1960,252169712.042125
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1960,3052993636.3971
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1960,41915814947.7905
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1960,699064380.374248
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1960,
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1960,47419238274.4619
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1960,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1960,791265459.493816
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1960,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1960,
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1960,
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1960,12366635.7500773
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1960,3958811881.18812
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1960,
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1960,
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1960,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1960,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1960,190495599.999999
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1960,401644248.825835
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1960,
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1960,
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1960,25396340997.1279
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1960,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1960,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1960,1409873949.57983
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1960,84616597001.7576
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1960,281513384434.611
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1960,34579986.1680055
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1960,236359697329.267
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1960,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1960,709941874.044355
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1960,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1960,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1960,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1960,2037154741.93211
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1960,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1960,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1960,673081724.751168
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1960,
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1960,
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1960,13040000000.0
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1960,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1960,270718545932.67
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1960,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1960,
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1960,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1960,545098447.640862
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1960,
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1960,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1960,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1960,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1960,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1960,
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1960,162089563.923802
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1960,
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1960,1916229477.13657
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1960,582636821806.436
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1960,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1960,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1960,449526873.29589
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1960,4196174501.5302
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1960,
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1960,13263458995.3869
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1960,5197398721.41367
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1960,508334413.965087
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1960,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1960,5536098606.29231
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1960,1061264933712.04
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1960,
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1960,
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1960,3749265014.69971
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1960,537147100.0
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1960,
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1960,7515894110.56487
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1960,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1960,230496036.879366
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1960,
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1960,22009956179.2499
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1960,1691900000.0
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1960,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1960,3339150157.85605
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1960,288884368.016934
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1960,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1960,
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1960,1036274689472.75
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1960,
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1960,
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1960,
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1960,
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1960,119000024.0
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1960,47274328378.8385
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1960,1748124063.47068
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1960,1127011494.25287
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1960,1003692370.46869
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1960,704751700.302494
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1960,
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1960,322151470.588235
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1960,
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1960,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1960,180459936.776025
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1960,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1960,33090214943.7542
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1960,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1960,33100575536.1519
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1960,
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1960,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1960,99650000.0
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1960,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1960,
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1960,15953203852.6831
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1960,35076845.9692616
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1960,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1960,12012024.6246505
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1960,857704431.687946
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1960,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1960,313582728.147574
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1960,80685253692.5945
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1960,
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1960,171057069.136481
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1960,2760750860.62197
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1960,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1960,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1960,
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1960,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1960,
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1960,
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1960,47274328378.8385
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1960,33100575536.1519
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1960,535670127.748935
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1960,
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1960,7566666666.66667
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1960,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1960,2651729807.37427
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1960,423008385.744235
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1960,
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1960,180053390475.167
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1960,1208333333.33333
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1960,541988586206.897
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1960,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1960,13066634.0000817
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1960,7663938303.07172
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1960,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1960,
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1960,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1960,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1960,1364504252362.65
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1960,
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1960,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1960,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1960,8748596500.5614
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1960,713000000.0
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1960,1052990400.0
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1961,
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1961,22307471355.6779
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1961,
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1961,12685662254.5483
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1961,
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1961,
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1961,
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1961,
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1961,
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1961,
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1961,
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1961,
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1961,
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1961,19682883149.2613
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1961,7375454614.28047
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1961,
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1961,202999992.0
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1961,12561701694.3319
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1961,235668220.508202
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1961,350247234.260712
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1961,4817580375.0
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1961,
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1961,
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1961,190098039.215686
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1961,
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1961,
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1961,29964999.965
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1961,89249985.1250025
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1961,406000000.0
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1961,
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1961,85363261.4878942
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1961,
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1961,
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1961,32902612.8664855
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1961,123134583.463559
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1961,41038192837.9035
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1961,
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1961,11713348834.3069
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1961,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1961,4829238095.2381
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1961,50056685957.359
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1961,618245634.179831
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1961,652777608.320492
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1961,
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1961,151675738.926342
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1961,4540447761.19403
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1961,
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1961,
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1961,490325181.614275
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1961,700032151.39425
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1961,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1961,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1961,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1961,
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,1961,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1961,96205728657.7269
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1961,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1961,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1961,7058360972.41925
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1961,654100200.0
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1961,2434747055.94018
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1961,71153218972.9148
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1961,140036716309.144
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1961,158408605756.868
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1961,
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1961,469280003585.545
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1961,1753850954.83979
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1961,
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1961,280001211512.605
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1961,
