Country Name,Country Code,Indicator Name,Indicator Code,year,value
IDA only,IDX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Isle of Man,IMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
India,IND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Not classified,INX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Ireland,IRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
"Iran, Islamic Rep.",IRN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Iraq,IRQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Iceland,ISL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Israel,ISR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Italy,ITA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Jamaica,JAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Jordan,JOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Japan,JPN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Kazakhstan,KAZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Kenya,KEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Kyrgyz Republic,KGZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Cambodia,KHM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Kiribati,KIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
St. Kitts and Nevis,KNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
"Korea, Rep.",KOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Kuwait,KWT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Latin America & Caribbean (excluding high income),LAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Lao PDR,LAO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Lebanon,LBN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Liberia,LBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Libya,LBY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
St. Lucia,LCA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Latin America & Caribbean,LCN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Least developed countries: UN classification,LDC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Low income,LIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Liechtenstein,LIE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Sri Lanka,LKA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Lower middle income,LMC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Low & middle income,LMY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Lesotho,LSO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Late-demographic dividend,LTE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Lithuania,LTU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Luxembourg,LUX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Latvia,LVA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
"Macao SAR, China",MAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
St. Martin (French part),MAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Morocco,MAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Monaco,MCO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Moldova,MDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Madagascar,MDG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Maldives,MDV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Middle East & North Africa,MEA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Mexico,MEX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Marshall Islands,MHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Middle income,MIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
North Macedonia,MKD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Mali,MLI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Malta,MLT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Myanmar,MMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Middle East & North Africa (excluding high income),MNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Montenegro,MNE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Mongolia,MNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Northern Mariana Islands,MNP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Mozambique,MOZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Mauritania,MRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Mauritius,MUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Malawi,MWI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Malaysia,MYS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
North America,NAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Namibia,NAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
New Caledonia,NCL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Niger,NER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Nigeria,NGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Nicaragua,NIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Netherlands,NLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Norway,NOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Nepal,NPL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Nauru,NRU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
New Zealand,NZL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
OECD members,OED,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Oman,OMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Other small states,OSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Pakistan,PAK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Panama,PAN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Peru,PER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Philippines,PHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Palau,PLW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Papua New Guinea,PNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Poland,POL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Pre-demographic dividend,PRE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Puerto Rico,PRI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
"Korea, Dem. People's Rep.",PRK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Portugal,PRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Paraguay,PRY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
West Bank and Gaza,PSE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Pacific island small states,PSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Post-demographic dividend,PST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
French Polynesia,PYF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Qatar,QAT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Romania,ROU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Russian Federation,RUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Rwanda,RWA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
South Asia,SAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Saudi Arabia,SAU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Sudan,SDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Senegal,SEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Singapore,SGP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Solomon Islands,SLB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Sierra Leone,SLE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
El Salvador,SLV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
San Marino,SMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Somalia,SOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Serbia,SRB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Sub-Saharan Africa (excluding high income),SSA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
South Sudan,SSD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Sub-Saharan Africa,SSF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Small states,SST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Sao Tome and Principe,STP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Suriname,SUR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Slovak Republic,SVK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Slovenia,SVN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Sweden,SWE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Eswatini,SWZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Sint Maarten (Dutch part),SXM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Seychelles,SYC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Syrian Arab Republic,SYR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Turks and Caicos Islands,TCA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Chad,TCD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Togo,TGO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Thailand,THA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Tajikistan,TJK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Turkmenistan,TKM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Timor-Leste,TLS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Tonga,TON,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
South Asia (IDA & IBRD),TSA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Trinidad and Tobago,TTO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Tunisia,TUN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Turkiye,TUR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Tuvalu,TUV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Tanzania,TZA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Uganda,UGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Ukraine,UKR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Upper middle income,UMC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Uruguay,URY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
United States,USA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Uzbekistan,UZB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
St. Vincent and the Grenadines,VCT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
"Venezuela, RB",VEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
British Virgin Islands,VGB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Virgin Islands (U.S.),VIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Viet Nam,VNM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Vanuatu,VUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
World,WLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Samoa,WSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Kosovo,XKX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
"Yemen, Rep.",YEM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
South Africa,ZAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Zambia,ZMB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Zimbabwe,ZWE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1960,
Aruba,ABW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Africa Eastern and Southern,AFE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Afghanistan,AFG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Africa Western and Central,AFW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Angola,AGO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Albania,ALB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Andorra,AND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Arab World,ARB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
United Arab Emirates,ARE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Argentina,ARG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Armenia,ARM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
American Samoa,ASM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Antigua and Barbuda,ATG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Australia,AUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Austria,AUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Azerbaijan,AZE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Burundi,BDI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Belgium,BEL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Benin,BEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Burkina Faso,BFA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Bangladesh,BGD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Bulgaria,BGR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Bahrain,BHR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
"Bahamas, The",BHS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Bosnia and Herzegovina,BIH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Belarus,BLR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Belize,BLZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Bermuda,BMU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Bolivia,BOL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
Brazil,BRA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1961,
